Agent ID,Agent Name,Branch ID,Agent Type,Seniority Years,Sales Region,Active Flag
2961,Magdalena Kowalczyk,20,Broker,1,Zachód,Yes
2962,Piotr Kamiński,260,Agent wyłączny,18,Południe,Yes
2963,Jakub Nowak,157,Agent wyłączny,5,Północ,Yes
2964,Ewa Zieliński,294,Broker,4,Centrum,Yes
2965,Marta Kowalski,281,Partner,17,Północ,Yes
2966,Piotr Kowalski,79,Broker,2,Północ,Yes
2967,Adam Szymański,116,Agent wyłączny,10,Wschód,Yes
2968,Agnieszka Zieliński,397,Multiagent,11,Centrum,Yes
2969,Marta Wiśniewski,127,Partner,4,Centrum,Yes
2970,Monika Szymański,377,Agent wyłączny,15,Północ,Yes
2971,Paweł Kowalski,116,Agent wyłączny,3,Południe,Yes
2972,Katarzyna Nowak,153,Agent wyłączny,8,Centrum,Yes
2973,Magdalena Zieliński,194,Partner,13,Wschód,Yes
2974,Monika Wiśniewski,131,Agent wyłączny,11,Północ,Yes
2975,Jakub Zieliński,296,Broker,0,Południe,No
2976,Ewa Lewandowski,189,Broker,13,Centrum,Yes
2977,Marta Kowalski,102,Multiagent,14,Centrum,No
2978,Jakub Lewandowski,314,Multiagent,5,Południe,Yes
2979,Marcin Szymański,317,Agent wyłączny,4,Południe,No
2980,Katarzyna Szymański,333,Multiagent,2,Wschód,Yes
2981,Agnieszka Woźniak,349,Agent wyłączny,9,Wschód,Yes
2982,Jakub Nowak,122,Broker,9,Południe,No
2983,Marta Zieliński,393,Agent wyłączny,8,Północ,Yes
2984,Piotr Szymański,315,Agent wyłączny,16,Wschód,Yes
2985,Magdalena Woźniak,222,Direct Sales,15,Wschód,Yes
2986,Jakub Lewandowski,188,Agent wyłączny,15,Wschód,Yes
2987,Agnieszka Kowalski,209,Agent wyłączny,5,Wschód,Yes
2988,Marta Woźniak,400,Partner,18,Północ,Yes
2989,Marcin Kowalski,99,Direct Sales,3,Wschód,Yes
2990,Krzysztof Kowalski,90,Agent wyłączny,19,Centrum,Yes
2991,Marta Nowak,317,Direct Sales,10,Centrum,Yes
2992,Monika Woźniak,65,Multiagent,18,Północ,Yes
2993,Krzysztof Kowalczyk,44,Multiagent,9,Centrum,Yes
2994,Agnieszka Zieliński,32,Multiagent,20,Wschód,Yes
2995,Katarzyna Nowak,333,Agent wyłączny,10,Zachód,Yes
2996,Tomasz Kowalczyk,111,Direct Sales,8,Północ,Yes
2997,Monika Woźniak,365,Agent wyłączny,20,Zachód,Yes
2998,Ewa Lewandowski,232,Multiagent,9,Zachód,Yes
2999,Krzysztof Nowak,72,Direct Sales,16,Wschód,Yes
3000,Jakub Nowak,400,Multiagent,9,Wschód,Yes
3001,Krzysztof Zieliński,138,Broker,16,Zachód,Yes
3002,Tomasz Kamiński,246,Agent wyłączny,15,Północ,Yes
3003,Tomasz Nowak,244,Direct Sales,18,Północ,Yes
3004,Tomasz Kowalski,225,Multiagent,3,Centrum,Yes
3005,Paweł Kowalski,300,Agent wyłączny,15,Północ,Yes
3006,Monika Kowalski,162,Partner,17,Centrum,Yes
3007,Adam Kowalski,200,Broker,20,Centrum,Yes
3008,Monika Kowalski,294,Agent wyłączny,15,Centrum,Yes
3009,Piotr Nowak,365,Agent wyłączny,17,Wschód,Yes
3010,Monika Szymański,222,Agent wyłączny,10,Zachód,Yes
3011,Monika Woźniak,69,Multiagent,6,Południe,Yes
3012,Adam Nowak,45,Agent wyłączny,4,Północ,Yes
3013,Michał Wójcik,316,Multiagent,16,Południe,Yes
3014,Michał Kamiński,84,Agent wyłączny,19,Północ,Yes
3015,Anna Wójcik,368,Multiagent,10,Północ,Yes
3016,Piotr Szymański,220,Agent wyłączny,20,Zachód,Yes
3017,Katarzyna Woźniak,279,Partner,12,Centrum,Yes
3018,Monika Nowak,332,Partner,11,Południe,Yes
3019,Michał Zieliński,112,Multiagent,2,Północ,Yes
3020,Jakub Kowalski,134,Multiagent,6,Północ,Yes
3021,Paweł Kamiński,372,Multiagent,2,Północ,Yes
3022,Piotr Kowalski,314,Broker,10,Północ,Yes
3023,Piotr Wójcik,408,Agent wyłączny,13,Północ,Yes
3024,Piotr Kowalczyk,53,Agent wyłączny,19,Wschód,Yes
3025,Agnieszka Nowak,161,Multiagent,20,Centrum,Yes
3026,Marcin Kowalczyk,48,Agent wyłączny,13,Wschód,Yes
3027,Marcin Kowalski,415,Multiagent,14,Centrum,Yes
3028,Tomasz Wiśniewski,147,Multiagent,16,Południe,Yes
3029,Monika Wójcik,409,Agent wyłączny,6,Południe,Yes
3030,Katarzyna Wójcik,42,Partner,13,Wschód,No
3031,Anna Zieliński,109,Multiagent,1,Północ,Yes
3032,Monika Szymański,170,Agent wyłączny,18,Zachód,Yes
3033,Piotr Szymański,290,Agent wyłączny,20,Północ,Yes
3034,Tomasz Woźniak,204,Agent wyłączny,8,Północ,Yes
3035,Marcin Zieliński,353,Multiagent,2,Wschód,Yes
3036,Paweł Kowalczyk,49,Agent wyłączny,15,Północ,Yes
3037,Tomasz Kowalski,328,Partner,16,Zachód,Yes
3038,Monika Zieliński,396,Broker,5,Południe,Yes
3039,Marcin Nowak,406,Agent wyłączny,0,Wschód,Yes
3040,Katarzyna Wójcik,278,Agent wyłączny,18,Wschód,Yes
3041,Piotr Kowalski,109,Partner,2,Zachód,Yes
3042,Piotr Szymański,76,Agent wyłączny,10,Północ,Yes
3043,Katarzyna Kamiński,171,Direct Sales,7,Wschód,No
3044,Marcin Kamiński,45,Agent wyłączny,3,Wschód,Yes
3045,Katarzyna Lewandowski,304,Agent wyłączny,15,Centrum,Yes
3046,Paweł Kamiński,99,Multiagent,9,Wschód,Yes
3047,Jakub Wójcik,138,Partner,18,Zachód,Yes
3048,Monika Zieliński,52,Multiagent,10,Południe,Yes
3049,Piotr Zieliński,36,Agent wyłączny,18,Południe,Yes
3050,Ewa Kowalski,179,Agent wyłączny,13,Północ,Yes
3051,Piotr Kowalski,150,Agent wyłączny,1,Wschód,Yes
3052,Agnieszka Lewandowski,413,Multiagent,8,Wschód,Yes
3053,Krzysztof Szymański,191,Agent wyłączny,8,Zachód,Yes
3054,Piotr Kamiński,373,Broker,1,Wschód,Yes
3055,Piotr Wójcik,131,Broker,18,Zachód,Yes
3056,Tomasz Kamiński,416,Agent wyłączny,5,Zachód,Yes
3057,Ewa Woźniak,28,Multiagent,4,Północ,Yes
3058,Katarzyna Zieliński,176,Multiagent,7,Zachód,Yes
3059,Marta Wójcik,30,Agent wyłączny,11,Centrum,Yes
3060,Katarzyna Kowalski,204,Multiagent,2,Zachód,Yes
3061,Magdalena Kowalczyk,341,Agent wyłączny,3,Wschód,Yes
3062,Krzysztof Zieliński,82,Multiagent,2,Północ,Yes
3063,Marta Szymański,41,Multiagent,20,Północ,Yes
3064,Marta Kamiński,168,Agent wyłączny,7,Zachód,Yes
3065,Ewa Zieliński,270,Broker,9,Południe,Yes
3066,Jakub Nowak,220,Broker,4,Zachód,Yes
3067,Ewa Lewandowski,399,Agent wyłączny,16,Północ,Yes
3068,Ewa Wójcik,36,Agent wyłączny,8,Południe,Yes
3069,Paweł Kamiński,63,Agent wyłączny,2,Zachód,No
3070,Piotr Szymański,139,Agent wyłączny,1,Południe,Yes
3071,Krzysztof Woźniak,335,Partner,15,Północ,Yes
3072,Tomasz Szymański,420,Multiagent,14,Zachód,Yes
3073,Monika Kowalczyk,239,Multiagent,16,Północ,Yes
3074,Agnieszka Woźniak,68,Multiagent,12,Północ,Yes
3075,Krzysztof Wójcik,396,Direct Sales,4,Centrum,Yes
3076,Magdalena Kamiński,247,Multiagent,3,Zachód,Yes
3077,Michał Szymański,147,Multiagent,20,Centrum,Yes
3078,Katarzyna Lewandowski,275,Agent wyłączny,2,Centrum,Yes
3079,Agnieszka Kamiński,404,Partner,6,Zachód,Yes
3080,Joanna Szymański,417,Multiagent,0,Centrum,Yes
3081,Katarzyna Nowak,376,Broker,13,Centrum,Yes
3082,Joanna Wójcik,419,Multiagent,12,Południe,Yes
3083,Krzysztof Lewandowski,298,Broker,6,Północ,Yes
3084,Paweł Kowalski,73,Broker,13,Zachód,Yes
3085,Jakub Zieliński,244,Agent wyłączny,6,Wschód,Yes
3086,Marta Wójcik,69,Agent wyłączny,1,Południe,Yes
3087,Marcin Kowalski,405,Multiagent,19,Południe,Yes
3088,Jakub Woźniak,91,Partner,4,Południe,Yes
3089,Ewa Wójcik,127,Agent wyłączny,3,Południe,Yes
3090,Piotr Kowalczyk,261,Agent wyłączny,19,Północ,Yes
3091,Marta Wiśniewski,335,Agent wyłączny,3,Zachód,Yes
3092,Jakub Nowak,353,Broker,3,Wschód,Yes
3093,Paweł Nowak,312,Agent wyłączny,6,Zachód,Yes
3094,Joanna Zieliński,85,Multiagent,16,Zachód,Yes
3095,Anna Kowalczyk,361,Broker,12,Północ,Yes
3096,Anna Kowalski,117,Multiagent,20,Południe,Yes
3097,Anna Kamiński,298,Multiagent,14,Zachód,Yes
3098,Tomasz Kowalczyk,24,Multiagent,4,Wschód,No
3099,Tomasz Szymański,136,Broker,13,Centrum,Yes
3100,Krzysztof Wiśniewski,106,Agent wyłączny,8,Południe,Yes
3101,Katarzyna Wójcik,281,Agent wyłączny,19,Południe,Yes
3102,Anna Kamiński,340,Partner,11,Południe,Yes
3103,Ewa Wiśniewski,22,Broker,12,Południe,Yes
3104,Anna Nowak,42,Multiagent,20,Wschód,Yes
3105,Jakub Wójcik,349,Agent wyłączny,7,Wschód,Yes
3106,Ewa Nowak,27,Agent wyłączny,17,Zachód,Yes
3107,Paweł Kowalczyk,105,Multiagent,12,Wschód,Yes
3108,Adam Kowalczyk,220,Direct Sales,0,Centrum,Yes
3109,Marcin Zieliński,55,Broker,11,Północ,No
3110,Adam Kamiński,392,Agent wyłączny,10,Południe,Yes
3111,Adam Woźniak,247,Agent wyłączny,13,Zachód,No
3112,Marta Lewandowski,95,Multiagent,6,Centrum,Yes
3113,Tomasz Szymański,396,Multiagent,4,Południe,Yes
3114,Tomasz Zieliński,346,Agent wyłączny,1,Południe,Yes
3115,Agnieszka Kowalski,61,Multiagent,20,Wschód,Yes
3116,Magdalena Kowalczyk,372,Multiagent,2,Wschód,Yes
3117,Paweł Zieliński,149,Broker,5,Północ,Yes
3118,Michał Woźniak,275,Agent wyłączny,10,Zachód,Yes
3119,Krzysztof Nowak,20,Broker,9,Północ,Yes
3120,Adam Lewandowski,324,Broker,14,Zachód,Yes
3121,Anna Kowalczyk,406,Broker,20,Centrum,Yes
3122,Jakub Kamiński,127,Broker,9,Centrum,Yes
3123,Joanna Lewandowski,82,Multiagent,4,Zachód,Yes
3124,Tomasz Wiśniewski,332,Broker,11,Wschód,No
3125,Marcin Wójcik,211,Agent wyłączny,2,Południe,Yes
3126,Michał Wiśniewski,294,Agent wyłączny,20,Wschód,No
3127,Jakub Woźniak,81,Broker,10,Centrum,Yes
3128,Adam Kowalski,231,Agent wyłączny,7,Wschód,Yes
3129,Agnieszka Kamiński,107,Agent wyłączny,4,Zachód,Yes
3130,Krzysztof Lewandowski,400,Agent wyłączny,6,Północ,Yes
3131,Adam Kamiński,255,Agent wyłączny,9,Wschód,Yes
3132,Michał Kowalski,104,Direct Sales,20,Zachód,No
3133,Marta Wiśniewski,104,Broker,7,Centrum,Yes
3134,Tomasz Szymański,199,Agent wyłączny,10,Południe,Yes
3135,Jakub Lewandowski,109,Broker,14,Północ,Yes
3136,Joanna Kowalski,284,Multiagent,5,Zachód,Yes
3137,Piotr Wiśniewski,119,Agent wyłączny,7,Zachód,Yes
3138,Tomasz Wiśniewski,369,Agent wyłączny,2,Północ,Yes
3139,Michał Wiśniewski,134,Agent wyłączny,17,Zachód,Yes
3140,Krzysztof Wiśniewski,117,Direct Sales,18,Centrum,Yes
3141,Ewa Kamiński,358,Direct Sales,10,Północ,Yes
3142,Paweł Zieliński,137,Multiagent,9,Wschód,Yes
3143,Ewa Kowalczyk,351,Multiagent,16,Zachód,Yes
3144,Paweł Zieliński,194,Direct Sales,19,Centrum,Yes
3145,Agnieszka Woźniak,84,Agent wyłączny,6,Południe,Yes
3146,Krzysztof Lewandowski,347,Multiagent,12,Północ,Yes
3147,Piotr Wójcik,394,Multiagent,19,Centrum,Yes
3148,Michał Woźniak,84,Agent wyłączny,7,Północ,Yes
3149,Marcin Nowak,122,Broker,18,Południe,Yes
3150,Magdalena Kowalczyk,127,Agent wyłączny,1,Północ,Yes
3151,Paweł Kowalski,11,Broker,9,Zachód,No
3152,Ewa Kamiński,170,Direct Sales,19,Północ,Yes
3153,Monika Zieliński,140,Multiagent,0,Centrum,No
3154,Paweł Kamiński,31,Direct Sales,7,Północ,Yes
3155,Krzysztof Kowalczyk,43,Multiagent,1,Północ,Yes
3156,Paweł Wiśniewski,39,Multiagent,10,Południe,Yes
3157,Paweł Wiśniewski,269,Direct Sales,11,Północ,Yes
3158,Katarzyna Woźniak,417,Broker,12,Północ,Yes
3159,Marcin Szymański,113,Agent wyłączny,17,Zachód,Yes
3160,Magdalena Kowalczyk,222,Direct Sales,8,Zachód,Yes
3161,Joanna Wójcik,414,Direct Sales,6,Wschód,Yes
3162,Adam Lewandowski,231,Agent wyłączny,17,Centrum,Yes
3163,Magdalena Kamiński,146,Agent wyłączny,17,Południe,Yes
3164,Marcin Lewandowski,125,Direct Sales,6,Centrum,Yes
3165,Agnieszka Woźniak,310,Multiagent,12,Południe,Yes
3166,Michał Kamiński,94,Multiagent,14,Zachód,Yes
3167,Michał Wiśniewski,275,Agent wyłączny,15,Wschód,Yes
3168,Adam Kowalski,239,Agent wyłączny,9,Zachód,Yes
3169,Krzysztof Kowalski,301,Multiagent,14,Wschód,Yes
3170,Agnieszka Nowak,195,Multiagent,12,Zachód,Yes
3171,Magdalena Nowak,15,Broker,16,Wschód,Yes
3172,Piotr Nowak,98,Direct Sales,16,Północ,Yes
3173,Michał Kowalczyk,78,Direct Sales,10,Północ,Yes
3174,Joanna Kowalski,392,Agent wyłączny,18,Centrum,Yes
3175,Paweł Kowalczyk,152,Direct Sales,7,Zachód,No
3176,Ewa Kamiński,112,Broker,13,Zachód,Yes
3177,Krzysztof Wójcik,378,Broker,4,Centrum,Yes
3178,Krzysztof Zieliński,245,Partner,8,Zachód,Yes
3179,Piotr Woźniak,186,Agent wyłączny,17,Centrum,No
3180,Ewa Wiśniewski,341,Partner,17,Zachód,Yes
3181,Agnieszka Wójcik,279,Agent wyłączny,4,Zachód,Yes
3182,Jakub Kowalski,418,Agent wyłączny,20,Wschód,Yes
3183,Katarzyna Kamiński,47,Partner,8,Wschód,Yes
3184,Katarzyna Szymański,141,Broker,7,Centrum,Yes
3185,Magdalena Wiśniewski,299,Agent wyłączny,14,Wschód,Yes
3186,Adam Zieliński,326,Agent wyłączny,15,Północ,Yes
3187,Anna Wiśniewski,252,Agent wyłączny,19,Południe,Yes
3188,Ewa Zieliński,53,Direct Sales,10,Zachód,Yes
3189,Joanna Kamiński,261,Agent wyłączny,9,Północ,Yes
3190,Monika Wójcik,382,Partner,4,Południe,No
3191,Magdalena Nowak,315,Agent wyłączny,17,Centrum,Yes
3192,Agnieszka Kowalczyk,366,Partner,7,Zachód,Yes
3193,Magdalena Zieliński,297,Agent wyłączny,11,Centrum,Yes
3194,Joanna Zieliński,151,Agent wyłączny,5,Południe,Yes
3195,Katarzyna Szymański,174,Agent wyłączny,18,Wschód,Yes
3196,Marcin Kowalczyk,282,Multiagent,15,Centrum,Yes
3197,Ewa Nowak,82,Direct Sales,5,Wschód,Yes
3198,Joanna Lewandowski,54,Broker,3,Zachód,Yes
3199,Marcin Lewandowski,87,Agent wyłączny,14,Północ,Yes
3200,Michał Zieliński,141,Agent wyłączny,17,Zachód,Yes
3201,Paweł Wójcik,113,Partner,11,Zachód,Yes
3202,Jakub Zieliński,217,Broker,7,Zachód,No
3203,Agnieszka Nowak,51,Agent wyłączny,2,Centrum,Yes
3204,Piotr Kamiński,126,Broker,16,Centrum,Yes
3205,Magdalena Zieliński,91,Direct Sales,4,Północ,Yes
3206,Marcin Wiśniewski,7,Broker,15,Północ,Yes
3207,Katarzyna Zieliński,406,Agent wyłączny,15,Zachód,No
3208,Jakub Szymański,214,Direct Sales,4,Wschód,Yes
3209,Ewa Nowak,402,Direct Sales,9,Południe,Yes
3210,Krzysztof Lewandowski,310,Agent wyłączny,17,Centrum,Yes
3211,Monika Wójcik,176,Agent wyłączny,6,Południe,Yes
3212,Katarzyna Szymański,178,Multiagent,8,Północ,Yes
3213,Magdalena Kamiński,175,Agent wyłączny,0,Centrum,Yes
3214,Michał Szymański,226,Direct Sales,11,Wschód,Yes
3215,Joanna Lewandowski,63,Partner,12,Centrum,Yes
3216,Jakub Zieliński,394,Broker,15,Wschód,Yes
3217,Paweł Nowak,337,Broker,2,Południe,No
3218,Katarzyna Kowalczyk,175,Direct Sales,4,Północ,Yes
3219,Krzysztof Szymański,339,Agent wyłączny,0,Centrum,Yes
3220,Marcin Wiśniewski,85,Broker,3,Centrum,Yes
3221,Tomasz Kamiński,153,Multiagent,16,Północ,Yes
3222,Tomasz Szymański,113,Multiagent,7,Północ,No
3223,Tomasz Kamiński,112,Agent wyłączny,15,Centrum,Yes
3224,Anna Wiśniewski,163,Partner,1,Centrum,Yes
3225,Michał Wójcik,40,Direct Sales,6,Zachód,Yes
3226,Magdalena Lewandowski,16,Agent wyłączny,19,Północ,Yes
3227,Piotr Kowalczyk,271,Multiagent,6,Wschód,Yes
3228,Magdalena Lewandowski,283,Agent wyłączny,5,Zachód,Yes
3229,Monika Wiśniewski,283,Partner,17,Centrum,Yes
3230,Marta Nowak,234,Multiagent,15,Zachód,Yes
3231,Jakub Kowalczyk,329,Broker,16,Północ,Yes
3232,Anna Wiśniewski,241,Broker,12,Północ,Yes
3233,Krzysztof Kowalski,209,Broker,6,Południe,Yes
3234,Piotr Nowak,317,Direct Sales,9,Zachód,Yes
3235,Krzysztof Woźniak,16,Multiagent,12,Centrum,Yes
3236,Monika Nowak,355,Broker,15,Wschód,Yes
3237,Agnieszka Nowak,119,Multiagent,5,Zachód,Yes
3238,Magdalena Lewandowski,252,Agent wyłączny,1,Południe,Yes
3239,Ewa Wiśniewski,345,Partner,6,Zachód,Yes
3240,Ewa Nowak,31,Direct Sales,9,Wschód,Yes
3241,Marta Szymański,315,Multiagent,19,Zachód,Yes
3242,Marta Lewandowski,311,Agent wyłączny,18,Wschód,Yes
3243,Krzysztof Nowak,137,Partner,9,Północ,No
3244,Piotr Woźniak,76,Agent wyłączny,4,Północ,Yes
3245,Ewa Wójcik,190,Agent wyłączny,11,Północ,No
3246,Joanna Kowalski,291,Agent wyłączny,20,Zachód,No
3247,Krzysztof Woźniak,58,Agent wyłączny,11,Centrum,Yes
3248,Adam Nowak,58,Multiagent,2,Północ,Yes
3249,Adam Wiśniewski,135,Agent wyłączny,13,Południe,No
3250,Krzysztof Nowak,28,Partner,7,Północ,Yes
3251,Katarzyna Nowak,364,Agent wyłączny,7,Centrum,Yes
3252,Jakub Wójcik,401,Multiagent,18,Północ,No
3253,Monika Kowalski,228,Agent wyłączny,14,Południe,Yes
3254,Anna Kamiński,275,Broker,8,Zachód,Yes
3255,Joanna Kamiński,414,Partner,3,Centrum,Yes
3256,Ewa Kamiński,405,Partner,8,Południe,Yes
3257,Joanna Zieliński,227,Agent wyłączny,5,Centrum,Yes
3258,Anna Kamiński,353,Partner,17,Wschód,Yes
3259,Paweł Wójcik,170,Agent wyłączny,3,Zachód,Yes
3260,Piotr Wójcik,140,Agent wyłączny,8,Północ,Yes
3261,Michał Kowalski,402,Direct Sales,4,Południe,Yes
3262,Monika Kowalczyk,180,Agent wyłączny,9,Południe,Yes
3263,Joanna Woźniak,230,Agent wyłączny,3,Północ,Yes
3264,Agnieszka Woźniak,72,Agent wyłączny,13,Centrum,Yes
3265,Adam Zieliński,217,Agent wyłączny,20,Północ,Yes
3266,Katarzyna Woźniak,198,Multiagent,6,Zachód,Yes
3267,Anna Nowak,166,Agent wyłączny,14,Północ,Yes
3268,Paweł Kamiński,420,Agent wyłączny,10,Południe,Yes
3269,Marta Nowak,13,Direct Sales,14,Północ,Yes
3270,Jakub Szymański,226,Direct Sales,1,Centrum,Yes
3271,Katarzyna Wójcik,363,Partner,17,Centrum,Yes
3272,Marta Wiśniewski,20,Agent wyłączny,14,Centrum,Yes
3273,Magdalena Szymański,311,Agent wyłączny,13,Południe,Yes
3274,Tomasz Woźniak,91,Agent wyłączny,8,Centrum,Yes
3275,Agnieszka Lewandowski,358,Agent wyłączny,9,Wschód,Yes
3276,Magdalena Lewandowski,242,Agent wyłączny,19,Południe,No
3277,Michał Woźniak,108,Agent wyłączny,16,Centrum,Yes
3278,Michał Kamiński,2,Agent wyłączny,11,Północ,Yes
3279,Ewa Lewandowski,5,Agent wyłączny,11,Południe,Yes
3280,Tomasz Wójcik,273,Multiagent,6,Południe,Yes
3281,Piotr Wójcik,191,Agent wyłączny,20,Zachód,Yes
3282,Magdalena Woźniak,377,Multiagent,13,Centrum,Yes
3283,Magdalena Kowalczyk,57,Multiagent,4,Północ,Yes
3284,Anna Wójcik,269,Agent wyłączny,19,Centrum,Yes
3285,Marta Woźniak,193,Direct Sales,7,Północ,Yes
3286,Krzysztof Kowalczyk,355,Agent wyłączny,12,Zachód,Yes
3287,Joanna Kowalski,168,Partner,5,Południe,Yes
3288,Marcin Woźniak,358,Agent wyłączny,7,Północ,Yes
3289,Piotr Woźniak,146,Agent wyłączny,20,Północ,Yes
3290,Agnieszka Nowak,57,Broker,2,Centrum,Yes
3291,Michał Kowalski,245,Broker,17,Północ,Yes
3292,Katarzyna Lewandowski,287,Partner,15,Wschód,Yes
3293,Katarzyna Szymański,290,Broker,2,Południe,Yes
3294,Joanna Woźniak,243,Direct Sales,5,Centrum,Yes
3295,Piotr Kowalczyk,185,Direct Sales,12,Centrum,Yes
3296,Ewa Szymański,397,Broker,3,Zachód,Yes
3297,Krzysztof Nowak,104,Direct Sales,6,Północ,Yes
3298,Ewa Wiśniewski,45,Direct Sales,4,Centrum,Yes
3299,Krzysztof Zieliński,8,Broker,13,Centrum,Yes
3300,Ewa Lewandowski,60,Partner,13,Centrum,Yes
3301,Adam Nowak,389,Direct Sales,13,Centrum,No
3302,Magdalena Lewandowski,268,Broker,0,Północ,Yes
3303,Tomasz Wiśniewski,353,Multiagent,13,Wschód,Yes
3304,Adam Zieliński,196,Multiagent,17,Zachód,Yes
3305,Piotr Lewandowski,81,Multiagent,0,Centrum,Yes
3306,Jakub Lewandowski,150,Broker,9,Zachód,Yes
3307,Agnieszka Kowalski,254,Agent wyłączny,10,Centrum,Yes
3308,Jakub Nowak,155,Broker,10,Północ,Yes
3309,Marta Lewandowski,371,Agent wyłączny,15,Wschód,Yes
3310,Agnieszka Kowalczyk,246,Agent wyłączny,9,Północ,Yes
3311,Ewa Woźniak,18,Agent wyłączny,18,Południe,Yes
3312,Marcin Zieliński,159,Broker,15,Wschód,Yes
3313,Adam Zieliński,210,Direct Sales,18,Północ,Yes
3314,Agnieszka Nowak,338,Agent wyłączny,18,Południe,Yes
3315,Ewa Nowak,143,Broker,6,Zachód,Yes
3316,Krzysztof Woźniak,408,Multiagent,1,Wschód,Yes
3317,Magdalena Kowalczyk,304,Multiagent,18,Zachód,Yes
3318,Katarzyna Wójcik,261,Multiagent,18,Wschód,Yes
3319,Tomasz Kamiński,259,Partner,2,Południe,Yes
3320,Piotr Lewandowski,53,Direct Sales,10,Południe,Yes
3321,Anna Szymański,134,Partner,0,Południe,No
3322,Paweł Wójcik,239,Agent wyłączny,2,Południe,Yes
3323,Ewa Woźniak,197,Direct Sales,7,Wschód,Yes
3324,Michał Kowalski,94,Agent wyłączny,9,Południe,Yes
3325,Jakub Szymański,4,Multiagent,9,Południe,Yes
3326,Anna Kamiński,361,Agent wyłączny,7,Północ,Yes
3327,Michał Wójcik,354,Broker,11,Wschód,Yes
3328,Agnieszka Kamiński,76,Partner,7,Północ,Yes
3329,Monika Woźniak,301,Partner,1,Północ,Yes
3330,Michał Kowalczyk,336,Multiagent,9,Południe,Yes
3331,Tomasz Kowalczyk,248,Agent wyłączny,15,Południe,Yes
3332,Piotr Kowalski,257,Partner,13,Południe,Yes
3333,Monika Nowak,274,Agent wyłączny,6,Centrum,Yes
3334,Marcin Wiśniewski,407,Multiagent,17,Południe,Yes
3335,Adam Lewandowski,42,Direct Sales,12,Północ,Yes
3336,Marta Nowak,63,Broker,3,Wschód,Yes
3337,Katarzyna Kamiński,148,Direct Sales,6,Centrum,Yes
3338,Katarzyna Zieliński,204,Agent wyłączny,0,Wschód,Yes
3339,Ewa Kowalczyk,98,Agent wyłączny,18,Centrum,Yes
3340,Marta Kamiński,393,Agent wyłączny,20,Wschód,Yes
3341,Piotr Szymański,20,Direct Sales,4,Południe,Yes
3342,Magdalena Zieliński,56,Multiagent,4,Południe,Yes
3343,Jakub Wiśniewski,254,Agent wyłączny,20,Północ,Yes
3344,Michał Wiśniewski,281,Multiagent,8,Północ,Yes
3345,Piotr Nowak,396,Agent wyłączny,1,Południe,Yes
3346,Monika Lewandowski,209,Multiagent,18,Północ,Yes
3347,Joanna Lewandowski,388,Direct Sales,14,Wschód,Yes
3348,Tomasz Wójcik,231,Agent wyłączny,20,Wschód,Yes
3349,Katarzyna Szymański,172,Multiagent,4,Północ,Yes
3350,Krzysztof Lewandowski,143,Multiagent,20,Południe,Yes
3351,Jakub Szymański,29,Agent wyłączny,8,Północ,Yes
3352,Katarzyna Kamiński,381,Agent wyłączny,1,Północ,Yes
3353,Marcin Woźniak,61,Multiagent,0,Północ,Yes
3354,Ewa Kowalczyk,412,Broker,3,Wschód,Yes
3355,Marcin Kowalczyk,16,Broker,18,Zachód,Yes
3356,Magdalena Kowalczyk,405,Multiagent,17,Zachód,Yes
3357,Tomasz Wójcik,331,Agent wyłączny,8,Południe,Yes
3358,Agnieszka Nowak,231,Broker,10,Zachód,Yes
3359,Joanna Kamiński,236,Agent wyłączny,18,Wschód,Yes
3360,Adam Kowalski,112,Multiagent,11,Południe,Yes
3361,Agnieszka Woźniak,311,Broker,11,Północ,Yes
3362,Joanna Szymański,114,Agent wyłączny,8,Wschód,Yes
3363,Magdalena Kamiński,140,Direct Sales,12,Zachód,Yes
3364,Agnieszka Kowalski,300,Broker,19,Wschód,Yes
3365,Agnieszka Wójcik,24,Agent wyłączny,0,Wschód,Yes
3366,Jakub Kamiński,256,Broker,12,Wschód,Yes
3367,Paweł Szymański,149,Broker,3,Zachód,Yes
3368,Krzysztof Wiśniewski,109,Partner,1,Południe,Yes
3369,Piotr Kowalski,176,Broker,13,Centrum,Yes
3370,Adam Kamiński,237,Partner,17,Południe,Yes
3371,Adam Wiśniewski,112,Agent wyłączny,1,Północ,Yes
3372,Krzysztof Nowak,260,Multiagent,1,Zachód,Yes
3373,Tomasz Wiśniewski,29,Agent wyłączny,10,Centrum,Yes
3374,Jakub Nowak,11,Multiagent,7,Północ,Yes
3375,Marcin Szymański,2,Broker,12,Zachód,Yes
3376,Ewa Lewandowski,62,Direct Sales,1,Wschód,Yes
3377,Ewa Kowalski,166,Broker,15,Wschód,Yes
3378,Anna Szymański,183,Agent wyłączny,7,Centrum,Yes
3379,Jakub Nowak,82,Direct Sales,9,Zachód,Yes
3380,Anna Nowak,350,Multiagent,4,Centrum,Yes
3381,Krzysztof Wiśniewski,115,Direct Sales,14,Centrum,Yes
3382,Magdalena Wójcik,331,Direct Sales,18,Centrum,Yes
3383,Agnieszka Nowak,45,Broker,17,Północ,Yes
3384,Joanna Szymański,151,Multiagent,15,Południe,Yes
3385,Michał Woźniak,359,Broker,3,Wschód,Yes
3386,Krzysztof Wójcik,183,Agent wyłączny,10,Wschód,Yes
3387,Joanna Szymański,109,Agent wyłączny,12,Zachód,No
